course_code,title,dept_code,credits,pre_reqs,core_area,inquiry_area,recommendation
MIST 253,Contemp Arab Soc: Morocco ES,HIST,3,MIST 122 or higher. MIST 122 may be taken concurrently.,False,False,False
RELG 102,Religion and the Contemporary World,RELG,3,False,False,Human Thought and Expression,False
ENGL 378,Poetry Writing Workshop,ENGL,3,Instructor approval on the basis of writing samples,False,Human Thought and Expression,False
ENGL 385,"Drama, Fiction, and Poetry of Tudor England",ENGL,3,False,False,Human Thought and Expression,False
RELG 232,Health & Heal in Asian Relg,RELG,3,False,Global Engagements,Human Thought and Expression,False
RELG 235,"Religion, War, Peace, and Reconciliation",RELG,3,False,False,Human Thought and Expression,False
ENGL 418,Studies in American Literature: Hemingway & Fitzgerald,ENGL,3,False,False,Human Thought and Expression,False
RELG 285,Buddhist Traditions,RELG,3,False,False,Human Thought and Expression,False
ENGL 431,"Ethnographic Fictions: Travel Writing, Bearing Witness, and Human Rights",ENGL,3,False,Global Engagements,Human Thought and Expression,False
RELG 289,African Religious Traditions,RELG,3,False,False,Human Thought and Expression,False
ENGL 460,Mythology of Northern Europe,ENGL,3,False,False,Human Thought and Expression,False
RELG 338,"Sex, Law, and the American Culture Wars",RELG,3,False,False,Human Thought and Expression,False
ENGL 490,Special Studies for Honors,ENGL,3,False,False,Human Thought and Expression,False
POSC 338,"Sex, Law, and the American Culture Wars",POSC,3,False,False,"Social Relations,Inst.& Agents",False
RELG 310,Sharia Law,RELG,3,False,False,Human Thought and Expression,False
MIST 302,Advanced Arabic II,HIST,3,MIST 301,False,Human Thought and Expression,False
MIST 402,Topics in Arabic Lang/Cult II,HIST,3,MIST 401,False,Human Thought and Expression,False
MIST 310,Sharia Law,HIST,3,False,False,Human Thought and Expression,False
RELG 321,Religion in Modern India,RELG,3,False,False,Human Thought and Expression,"Familiarity with the religions of India through courses such as CORE 166, RELG 281, ARTS 244, or HIST 362 is advised."
CORE 183C,The Middle East,False,3,False,Communities & Identities,False,False
RELG 329,Modern Islamic Thought,RELG,3,One course in RELG or MIST,Global Engagements,Human Thought and Expression,False
CORE 163C,The Caribbean,False,3,False,Communities & Identities,False,False
RELG 332,Contemporary Religious Thought,RELG,3,False,Global Engagements,Human Thought and Expression,False
RELG 346,Cognitive Science of Religion,RELG,3,False,False,Human Thought and Expression,False
PCON 351,The Israel/Palestine Conflict,PSCI,3,False,False,"Social Relations,Inst.& Agents",False
MIST 351,The Israel/Palestine Conflict,HIST,3,False,False,"Social Relations,Inst.& Agents",False
PHIL 101,Introduction to Philosophical Problems,PHIL,3,False,False,Human Thought and Expression,False
CORE 197C,Tibet,False,3,False,Communities & Identities,False,False
GEOG 111,"Global Shift:Econ, Soc, & Geog",GEOG,3,False,False,"Social Relations,Inst.& Agents",False
ANTH 102,"Culture, Diversity, and Inequality",SOAN,3,False,False,"Social Relations,Inst.& Agents",False
GEOG 131,Environmental Geography,GEOG,3,False,False,Natural Sciences & Mathematics,False
GEOG 205,Climate & Society,GEOG,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
ANTH 103,Introduction to Archaeology,SOAN,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
PHIL 111,Ethics,PHIL,3,False,False,Human Thought and Expression,False
GEOG 207,Is the Planet Doomed?,GEOG,3,False,False,"Social Relations,Inst.& Agents",False
ANTH 211,Investigating Contemporary Cultures (RI),SOAN,3,ANTH 102 or ANTH 103 or SOCI 101 or FSEM equiv,False,"Social Relations,Inst.& Agents",False
PHIL 121,Political Philosophy,PHIL,3,False,False,Human Thought and Expression,False
ANTH 218,Practices of Peace and Conflict - War in Lived Experience,SOAN,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
PCON 218,Practices of Peace and Conflict: War in Lived Experience,PSCI,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
GEOG 250,Research Methods,GEOG,3,False,False,"Social Relations,Inst.& Agents",False
PHIL 225,Logic I,PHIL,3,False,False,Human Thought and Expression,This course is suitable for students in all areas and is highly recommended for philosophy majors.
GEOG 245,Geographic Information Systems,GEOG,3,False,False,"Social Relations,Inst.& Agents",False
ANTH 300,Museum Studies in Native American Cultures,SOAN,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
ANTH 350,Theorizing Contemporary Cultures,SOAN,3,ANTH 102 or FSEM 194,False,"Social Relations,Inst.& Agents",False
GEOG 245L,Geographic Information Systems Lab,GEOG,1,False,False,"Social Relations,Inst.& Agents",False
ANTH 358,Native American Cultures (GR),SOAN,3,False,False,"Social Relations,Inst.& Agents",False
ANTH 305,Science and Society (RI),SOAN,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
SOCI 101,Introduction to Sociology,SOAN,3,False,False,"Social Relations,Inst.& Agents",False
PHIL 301,Ancient Philosophy (MF),PHIL,3,False,False,Human Thought and Expression,False
PHIL 304,Kant & 19th Century Philosophy,PHIL,3,One course in philosophy,False,Human Thought and Expression,False
GEOG 346,Adv Geographic Info Systems,GEOG,2,GEOG 245,False,False,False
PHIL 330,Aesthetics and the Philosophy of Art (VT),PHIL,3,False,False,Human Thought and Expression,False
GEOG 306,The Geography of Happiness,GEOG,3,False,False,"Social Relations,Inst.& Agents",False
PHIL 341,Philosophy of Mind (M&E),PHIL,3,False,False,Human Thought and Expression,False
GEOG 321,Transnational Feminist Geography,GEOG,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
PHIL 342,Philosophy of Language (M&E),PHIL,3,False,False,Human Thought and Expression,A prior course in logic is recommended.
GEOG 329,Environmental Security,GEOG,3,False,False,"Social Relations,Inst.& Agents",False
SOCI 201,Classical Social Theory,SOAN,3,SOCI 101 or FSEM equivalent,False,"Social Relations,Inst.& Agents",False
PHIL 381,Issues Epist/Metaph:Skepticism,PHIL,3,False,False,Human Thought and Expression,False
PHIL 417,Advanced Topics in Philosophy: Epistemology and Metaphysics,PHIL,3,False,False,Human Thought and Expression,False
PCON 329,Environmental Security,PSCI,3,False,False,"Social Relations,Inst.& Agents",False
SOCI 212,"Power, Racism, and Privilege",SOAN,3,False,False,"Social Relations,Inst.& Agents",False
GEOG 338,Earth System Ecology,GEOG,3,False,False,Natural Sciences & Mathematics,False
SOCI 228,Immigration,SOAN,3,False,False,"Social Relations,Inst.& Agents",False
GEOG 401,Seminar in Geography,GEOG,3,False,False,"Social Relations,Inst.& Agents",False
SOCI 250,Sociological Research Design and Methods,SOAN,3,SOCI 101 or FSEM equivalent,False,"Social Relations,Inst.& Agents",False
SOCI 254,Community-Based Research,SOAN,3,SOCI 250,False,"Social Relations,Inst.& Agents",False
SOCI 306,Sociology of the Family,SOAN,3,(SOCI 201 or SOAN 204) or (SOCI 250 or SOAN 210),False,"Social Relations,Inst.& Agents",False
SOCI 348,Contested Identities: Pop Cult,SOAN,3,SOCI 201 or SOCI 250 or FMST 200 or FSEM 149,False,"Social Relations,Inst.& Agents",False
SOCI 355,"Cult, Class, Pol: Soc Theory",SOAN,3,(SOCI 201 or SOAN 204) or (SOCI 250 or SOAN 210) or FMST 200,False,"Social Relations,Inst.& Agents",False
SOCI 361,"Power, Politics, and Social Change",SOAN,3,ANTH 102 or SOCI 101 (or FSEM equivalents) or WMST 202,False,"Social Relations,Inst.& Agents",False
SOCI 369,"Women, Health, and Medicine",SOAN,3,SOCI 201 or SOCI 250 or WMST 202,False,"Social Relations,Inst.& Agents",False
NEUR 170,Introduction to Neuroscience,PBSC,3,False,False,Natural Sciences & Mathematics,"AP Chemistry or Biology, CHEM 101/111, BIOL 101, or BIOL 182 is strongly recommended. Prospective neuroscience majors should complete this course by the end of the sophomore year."
CORE 177C,Peru,False,3,False,Communities & Identities,False,False
PSYC 150,Introduction to Psychological Science,PBSC,3,False,False,Natural Sciences & Mathematics,Psychological Science majors should complete this course by the end of the sophomore year.
SOCI 495,Honors and High Honors Thesis Workshop,SOAN,3,SOCI 494,False,"Social Relations,Inst.& Agents",False
PSYC 200,Research Methods in Psychological Science,PBSC,3,PSYC 150 or NEUR 170,False,Natural Sciences & Mathematics,Psychological Science majors should take this course during the sophomore year
CORE 164C,Argentina,False,3,False,Communities & Identities,False,False
CORE 165C,China,False,3,False,Communities & Identities,False,False
CORE 176C,Indigenous North America,False,3,False,Communities & Identities,False,False
WRIT 103,Rhetoric and Writing,WRIT,3,False,False,Human Thought and Expression,False
HIST 199,History Workshop,HIST,3,False,False,"Social Relations,Inst.& Agents",Intended for history majors; should be completed by the end of sophomore year.
HIST 213,Women in the City (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 219,Oceanic Histories (TR),HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 238,Europe in Age Renaiss & Reform,HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 254,History of Coffee & Cigarettes,HIST,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
HIST 261,Modern Irish History (EU),HIST,3,False,False,"Social Relations,Inst.& Agents",False
WRIT 203,Argumentation,WRIT,3,False,False,Human Thought and Expression,False
WRIT 210,The Rhetoric of Style,WRIT,3,False,False,Human Thought and Expression,False
PSYC 250,Human Cognition,PBSC,3,PSYC 150 or NEUR 170,False,Natural Sciences & Mathematics,False
PSYC 262,Psychopathology,PBSC,3,PSYC 150,False,Natural Sciences & Mathematics,False
WRIT 215,Public Speaking,WRIT,3,False,False,Human Thought and Expression,False
PSYC 264,Child Psychology,PBSC,3,PSYC 150,False,Natural Sciences & Mathematics,False
PSYC 275,Biological Psychology,PBSC,3,PSYC 150,False,Natural Sciences & Mathematics,False
WRIT 250,Kairos: The Art of Rhetoric from Ancient to Modern Times,WRIT,3,False,False,Human Thought and Expression,False
PSYC 300SO,"Topics in Social, Developmental, Personality, or Clinical Psychology: Attachment",PBSC,3,PSYC 200,False,Natural Sciences & Mathematics,False
HIST 263,Cities of the Silk Road,HIST,3,False,Global Engagements,"Social Relations,Inst.& Agents","This course is a pre-requisite for the extended study ""Oil & Water"" in Uzbekistan."
PSYC 300NE,Topics in Neuroscience: The Embodied Mind,PBSC,3,(NEUR 170 or PSYC 275) and (PSYC 200 or NEUR 201 or NEUR 202),False,Natural Sciences & Mathematics,False
WRIT 260,Biblical Rhetoric,WRIT,3,False,False,Human Thought and Expression,False
WRIT 280,Rhetorical Borderlands: Introduction to Comparative Intercultural Rhetoric,WRIT,3,False,False,Human Thought and Expression,False
PSYC 300CO,Tps in Cognition:Consciousness,PBSC,3,PSYC 200,False,Natural Sciences & Mathematics,False
WRIT 303,The Rhetoric of Data Visualization & Infographics,WRIT,3,False,False,Human Thought and Expression,False
WRIT 346,"Hip Hop: Race, Sex, and the Struggle in Urban America",WRIT,3,False,False,Human Thought and Expression,False
PSYC 309,Quantitative Methods in Behavioral Research,PBSC,3,PSYC 150 or NEUR 170,False,Natural Sciences & Mathematics,Psychological Science majors should complete this course by the end of the junior year.
WRIT 350,Rhetoric & Citizenship,WRIT,3,False,Global Engagements,Human Thought and Expression,False
HIST 304,Sex and Sexualities in U.S. History (US),HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 319,Afric Amer Social Movements,HIST,3,False,False,"Social Relations,Inst.& Agents",False
PSYC 309L,Quantitative Methods in Behavioral Research Lab,PBSC,0,False,False,Natural Sciences & Mathematics,False
HIST 336,History Bodies/Planets/Plants,HIST,3,False,False,"Social Relations,Inst.& Agents",False
HIST 340,20th-Century European Intellectual History (EU),HIST,3,False,False,"Social Relations,Inst.& Agents",False
PSYC 341,Psychological Criminology,PBSC,3,PSYC 200,False,Natural Sciences & Mathematics,False
HIST 343,Formation of Russian Empire,HIST,3,False,False,"Social Relations,Inst.& Agents",False
PSYC 352,Origins of Human Thought,PBSC,3,PSYC 200,False,Natural Sciences & Mathematics,False
POSC 150,America as a Democracy (AM),POSC,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
REST 343,Formation of Russian Empire,SOAN,3,False,False,"Social Relations,Inst.& Agents",False
PSYC 353,Visual Perception and Cognition,PBSC,3,(NEUR 170 or PSYC 275) and (NEUR 201 or NEUR 202 or PSYC 200),False,Natural Sciences & Mathematics,False
PSYC 363,Developmental Psychopathology,PBSC,3,PSYC 200,False,Natural Sciences & Mathematics,False
HIST 358,Conquest & Colony in Americas,HIST,3,False,False,"Social Relations,Inst.& Agents",False
PSYC 364,Human Motivation,PBSC,3,PSYC 200,False,Natural Sciences & Mathematics,False
PSYC 368,Prejudice and Racism,PBSC,3,PSYC 200,False,Natural Sciences & Mathematics,False
POSC 151,Politics and Moral Vision (TH),POSC,3,False,False,"Social Relations,Inst.& Agents",False
PSYC 377,Psychopharmacology,PBSC,3,(NEUR 170 or PSYC 275) and (NEUR 201 or NEUR 202 or PSYC 200),False,Natural Sciences & Mathematics,False
POSC 153,Introduction to Comparative Politics (CO),POSC,3,False,False,"Social Relations,Inst.& Agents",False
HIST 384,Somalia: Independ to Collapse,HIST,3,False,False,"Social Relations,Inst.& Agents",False
NEUR 377,Psychopharmacology,PBSC,3,(NEUR 170 or PSYC 275) and (NEUR 201 or NEUR 202 or PSYC 200),False,Natural Sciences & Mathematics,False
HIST 489,Seminar on Problems in Military History (TR),HIST,3,False,False,"Social Relations,Inst.& Agents",False
PSYC 379,Fundamentals of Neurochemistry/Neuropharmacology,PBSC,3,(PSYC 275 or NEUR 170) and BIOL 182 and CHEM 263 and (NEUR 201 or NEUR 202 or PSYC 200),False,Natural Sciences & Mathematics,False
HIST 490,Honors Seminar in History (TR),HIST,3,False,False,"Social Relations,Inst.& Agents",False
POSC 210,Congress (AM),POSC,3,False,False,"Social Relations,Inst.& Agents",False
NEUR 379,Fundamentals of Neurochemistry/Neuropharmacology,PBSC,3,(NEUR 170 or PSYC 275) and BIOL 182 and CHEM 263 and (NEUR 201 or NEUR 202 or PSYC 200),False,Natural Sciences & Mathematics,False
PSYC 379L,Fundamentals of Neurochemistry/Neuropharmacology Lab,PBSC,0,False,False,Natural Sciences & Mathematics,False
POSC 212,Politics of Race & Ethnicity,POSC,3,False,False,"Social Relations,Inst.& Agents",False
CORE 157C,France,False,3,False,Communities & Identities,False,False
ALST 212,Politics of Race & Ethnicity,ENGL,3,False,False,"Social Relations,Inst.& Agents",False
CORE 173C,Ethiopia,False,3,False,Communities & Identities,False,False
POSC 216,Comparative Politics: Latin America (CO),POSC,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
POSC 232,Fundamentals of International Relations (IR),POSC,3,False,False,"Social Relations,Inst.& Agents",False
NEUR 379L,Fundamentals of Neurochemistry/Neuropharmacology Lab,PBSC,0,False,False,Natural Sciences & Mathematics,False
POSC 260,Foundations of Political Thought (TH),POSC,3,False,False,"Social Relations,Inst.& Agents",False
CORE 179S,An Unequal World,False,3,False,Scientific Perspectives,False,False
CORE 113S,How to Build a Baby,False,3,False,Scientific Perspectives,False,False
POSC 321,Political Parties and Electoral Process,POSC,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
WMST 202,Women's Lives: An Introduction to Women's Studies,EDUC,3,False,Global Engagements,"Social Relations,Inst.& Agents",False
POSC 323,American Elections and Party Power,POSC,3,False,False,"Social Relations,Inst.& Agents",False
POSC 324,US Strat During&After Cold War,POSC,3,False,False,"Social Relations,Inst.& Agents",False
POSC 330,Post-Mao China and World Development,POSC,3,False,False,"Social Relations,Inst.& Agents",False
MATH 105,Introduction to Statistics,MATH,3,Three years of secondary school mathematics,False,Natural Sciences & Mathematics,False
WMST 490,Women's Studies Senior Seminar,EDUC,3,False,False,False,False
MATH 161,Calculus I,MATH,3,"Three years of high school mathematics, including trigonometry",False,Natural Sciences & Mathematics,False
